,Total_Experience,Relevant_experience,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,PG_Specialization,PHD_Specialization,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Certifications,International_degree_any,Expected_CTC
13432,7,0,Top Management,Scientist,Training,C,Data Analyst,Grad,Chemistry,Chemistry,Did not do PHD,981337,0,C,1,2,1,1128537
13434,1,0,IT-Software,Associate,Retail,D,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,419799,0,B,1,0,0,524748
13435,8,3,Sales,Project Manager,Aviation,O,Assistant Manager,Doctorate,Engineering,Engineering,Engineering,1749431,0,A,5,0,0,2456201
13436,6,1,Others,Business Analyst,FMCG,I,Product Manager,PG,Chemistry,Chemistry,Did not do PHD,1372442,0,A,5,0,0,1855541
13437,2,2,Analytics/BI,Analyst,Aviation,E,Others,Doctorate,Others,Arts,Psychology,760476,0,A,3,0,0,950595
13438,22,18,Top Management,Consultant,BFSI,G,Manager,PG,Botony,Botony,Did not do PHD,3089762,0,D,5,1,0,3695355
13439,20,13,Banking,Bio statistician,FMCG,M,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2385497,0,D,4,0,0,2743321
13440,7,1,Healthcare,Researcher,Automobile,J,Sr.Manager,PG,Zoology,Zoology,Did not do PHD,1033535,0,A,3,2,0,1397339
13441,21,20,IT-Software,Project Manager,Others,I,Software Developer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2130684,0,D,2,5,0,2450286
13442,1,1,IT-Software,Team Lead,Analytics,M,Web Designer,PG,Mathematics,Mathematics,Did not do PHD,633590,1,B,2,0,0,855346
13443,19,0,Engineering,CEO,Insurance,E,Research Analyst,Grad,Arts,Did not do PG,Did not do PHD,2400733,0,B,3,0,0,3000916
13444,23,9,Education,Bio statistician,Insurance,E,Research Analyst,Grad,Zoology,Zoology,Did not do PHD,2442757,0,C,4,4,0,2809170
13445,17,4,HR,Sales Manager,FMCG,E,Data Analyst,Grad,Statistics,Statistics,Did not do PHD,2274736,0,A,6,0,0,2843420
13446,15,5,Marketing,Others,FMCG,M,Consultant,PG,Economics,Economics,Did not do PHD,1986659,1,A,2,0,0,2622389
13447,25,9,Others,Senior Researcher,Retail,K,Product Manager,PG,Arts,Arts,Did not do PHD,3232925,0,B,3,0,0,4202802
13448,2,2,Education,Others,Telecom,M,Medical Officer,PG,Botony,Botony,Did not do PHD,527901,0,C,3,1,0,631369
13449,6,4,HR,Others,Insurance,B,Network Engineer,Grad,Economics,Economics,Did not do PHD,946908,1,Key_Performer,2,1,0,1260523
13450,3,1,HR,Project Manager,Training,K,Network Engineer,Grad,Mathematics,Mathematics,Did not do PHD,638863,0,B,2,3,0,798578
13451,8,4,Healthcare,Analyst,Retail,C,Others,Grad,Botony,Botony,Did not do PHD,1375669,0,B,4,0,0,1719586
13452,1,0,Accounts,Team Lead,BFSI,L,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,444334,1,B,1,0,0,577634
13453,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,PG,Others,Psychology,Did not do PHD,0,0,Fresher,0,0,0,328257
13454,10,1,Healthcare,Sales Manager,BFSI,P,Data Analyst,PG,Botony,Botony,Did not do PHD,2212288,0,Key_Performer,5,1,0,2875974
13455,3,3,Others,Associate,FMCG,B,Product Manager,PG,Psychology,Psychology,Did not do PHD,504593,0,A,1,0,0,655970
13456,15,5,Engineering,Head,Insurance,M,Research Scientist,Grad,Zoology,Zoology,Did not do PHD,2381344,0,A,4,0,1,2976680
13457,24,16,Others,Financial Analyst,Retail,H,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2029681,1,Key_Performer,5,3,0,2638585
13458,10,4,Others,Sales Execituve,Telecom,O,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1590312,1,Key_Performer,6,2,0,2067405
13459,16,13,Marketing,Sales Manager,Insurance,G,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2746107,0,B,2,2,0,3432633
13460,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Mathematics,Mathematics,Did not do PHD,0,0,Fresher,0,0,0,613377
13461,21,2,Others,Business Analyst,IT,J,Others,Doctorate,Engineering,Engineering,Others,3250236,1,B,5,0,0,4550330
13463,24,4,Marketing,CEO,BFSI,B,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2567645,0,A,6,3,1,3209556
13464,16,8,Education,Others,IT,A,Software Developer,PG,Economics,Economics,Did not do PHD,2042855,1,D,5,0,0,2480843
13465,16,8,Top Management,Sr. Business Analyst,Analytics,A,Product Manager,Grad,Chemistry,Chemistry,Did not do PHD,2471175,0,D,4,0,0,2841851
13466,15,13,Marketing,Head,Telecom,F,Research Analyst,Grad,Engineering,Others,Did not do PHD,2243167,1,Key_Performer,6,0,1,2871253
13467,8,1,Education,Sales Manager,Automobile,O,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,631510,0,D,6,4,0,726236
13468,4,4,Banking,Consultant,Automobile,G,Software Developer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,587346,0,D,1,2,0,675447
13469,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Chemistry,Chemistry,Did not do PHD,0,0,Fresher,0,0,0,512120
13471,1,1,Education,Team Lead,Automobile,N,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,448790,0,D,2,1,0,516108
13472,8,4,Engineering,Sales Manager,Training,M,Manager,Grad,Botony,Botony,Did not do PHD,1016201,0,A,5,0,0,1321061
13473,20,8,Sales,Business Analyst,Automobile,L,Consultant,PG,Psychology,Psychology,Did not do PHD,3233178,0,A,6,1,0,4203131
13474,16,6,Analytics/BI,Data scientist,Training,G,Marketing Manager,PG,Economics,Economics,Did not do PHD,3153400,0,C,2,1,0,3771466
13475,21,7,Engineering,Team Lead,Automobile,N,HR,Grad,Engineering,Engineering,Did not do PHD,2412793,0,B,5,0,0,3015991
13476,7,3,Sales,Sales Execituve,Training,E,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,597702,0,D,4,3,0,687357
13477,7,1,Banking,Analyst,Automobile,H,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,774818,0,A,4,3,0,1007263
13478,4,0,Marketing,Others,IT,J,Data Analyst,PG,Mathematics,Mathematics,Did not do PHD,978610,1,D,5,2,0,1188423
13479,13,9,Analytics/BI,Scientist,Training,I,Product Manager,PG,Engineering,Others,Did not do PHD,2212353,0,B,6,0,0,2876058
13480,5,1,Education,Team Lead,Others,D,HR,Doctorate,Sociology,Sociology,Sociology,1253262,0,C,5,0,0,1556551
13481,20,3,Others,Business Analyst,Telecom,K,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1651649,0,A,5,2,0,2064561
13482,3,0,Marketing,Financial Analyst,Aviation,C,Software Developer,Doctorate,Economics,Economics,Economics,1113139,1,B,3,0,0,1558394
13483,8,1,Top Management,Others,Telecom,F,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1067253,1,Key_Performer,6,3,0,1442926
13484,12,6,Banking,Others,Telecom,O,Director,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1587964,0,D,4,4,0,1826158
13485,22,0,Top Management,Consultant,Analytics,C,Network Engineer,Doctorate,Chemistry,Chemistry,Others,2879389,0,C,3,0,0,3576201
13486,25,17,Top Management,Head,Automobile,N,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2136018,0,D,3,5,1,2456420
13487,10,1,Others,Consultant,Automobile,J,Assistant Manager,Doctorate,Arts,Arts,Arts,2184093,1,Key_Performer,1,0,0,3057730
13488,19,17,Banking,Sales Manager,Others,O,CA,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2799401,1,Key_Performer,6,0,0,3639221
13489,4,3,Analytics/BI,Data scientist,FMCG,G,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,615582,0,Key_Performer,4,5,1,800256
13490,20,13,Marketing,Financial Analyst,Analytics,H,Web Designer,Grad,Statistics,Statistics,Did not do PHD,2637486,0,A,3,2,0,3296857
13491,13,9,Others,Consultant,Training,C,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1153383,0,A,6,0,0,1441728
13492,2,1,Engineering,Analyst,IT,F,Medical Officer,Grad,Zoology,Others,Did not do PHD,574827,0,C,3,0,0,661051
13493,8,0,Analytics/BI,Analyst,FMCG,M,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,792167,1,Key_Performer,4,0,0,1071009
13494,7,4,Sales,Others,Training,M,Product Manager,Grad,Economics,Economics,Did not do PHD,937107,1,Key_Performer,2,0,0,1247476
13495,24,24,Accounts,Head,Aviation,H,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1993414,0,D,6,1,0,2292426
13496,12,9,Engineering,Head,Insurance,L,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1549475,0,A,6,2,1,1936843
13497,19,11,Healthcare,Others,Retail,G,Marketing Manager,Grad,Chemistry,Chemistry,Did not do PHD,2426685,1,A,4,0,0,3106156
13499,20,13,Marketing,Others,Analytics,P,Others,Grad,Zoology,Zoology,Did not do PHD,2431973,0,C,4,0,0,2796768
13500,10,1,HR,Business Analyst,Automobile,H,HR,Grad,Psychology,Others,Did not do PHD,1966349,0,A,4,0,0,2457936
13501,10,9,Others,Financial Analyst,Insurance,M,Web Designer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1675154,1,B,3,2,0,2177700
13502,17,3,HR,Analyst,Training,F,HR,PG,Sociology,Sociology,Did not do PHD,2424990,0,A,4,1,0,3152487
13503,22,16,Healthcare,Analyst,FMCG,C,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2070059,0,D,6,2,0,2380567
13504,11,2,Education,Bio statistician,IT,M,Manager,PG,Botony,Botony,Did not do PHD,1365940,0,A,2,0,0,1775722
13505,23,3,Sales,Sales Execituve,Telecom,P,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2497452,0,C,5,1,0,2872069
13506,11,10,Others,Project Manager,FMCG,F,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1240639,1,Key_Performer,6,0,0,1612830
13507,14,4,Accounts,Consultant,IT,P,Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1464083,1,A,5,0,0,1903307
13508,1,1,Marketing,Project Manager,IT,A,Network Engineer,PG,Mathematics,Mathematics,Did not do PHD,506045,1,B,1,1,0,683160
13509,23,0,Others,Team Lead,Others,O,Research Analyst,Doctorate,Sociology,Sociology,Sociology,2351834,0,D,3,0,0,2920977
13510,5,1,Marketing,Project Manager,Telecom,O,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,574799,0,A,6,3,0,747238
13511,25,2,Accounts,Head,Automobile,A,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1482770,0,A,5,2,0,1853462
13512,21,6,Others,Sales Manager,FMCG,O,Data Analyst,Doctorate,Engineering,Engineering,Engineering,2614974,1,D,3,0,0,3368086
13513,23,15,Marketing,Business Analyst,Retail,B,Consultant,PG,Others,Mathematics,Did not do PHD,3831931,1,Key_Performer,4,0,0,5058148
13514,22,9,Analytics/BI,Data scientist,Automobile,L,HR,Grad,Sociology,Sociology,Did not do PHD,2463124,0,C,2,0,1,2832592
13515,13,9,Analytics/BI,Project Manager,Insurance,L,Assistant Manager,Grad,Economics,Economics,Did not do PHD,2036098,1,Key_Performer,4,4,0,2606205
13518,20,2,Engineering,Project Manager,IT,B,Marketing Manager,Grad,Psychology,Psychology,Did not do PHD,2465529,0,D,5,0,0,2835358
13519,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Sociology,Did not do PG,Did not do PHD,0,0,Fresher,0,0,0,387240
13520,16,4,Engineering,Senior Researcher,IT,E,Manager,Grad,Arts,Arts,Did not do PHD,2495585,0,C,6,0,0,2869922
13521,11,5,Engineering,Others,Automobile,L,Data Analyst,Grad,Arts,Arts,Did not do PHD,2022610,0,C,3,1,0,2326001
13522,16,11,HR,CEO,IT,F,Sr.Manager,PG,Botony,Others,Did not do PHD,3419608,0,D,6,1,0,4089851
13523,16,6,Others,Business Analyst,Retail,F,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2697372,0,B,6,0,0,3371715
13524,13,10,IT-Software,Sales Manager,Telecom,L,Assistant Manager,PG,Mathematics,Mathematics,Did not do PHD,2114493,0,C,3,1,0,2528933
13525,20,2,Others,Consultant,IT,N,Data Analyst,Doctorate,Economics,Economics,Others,2707051,1,B,2,0,0,3789871
13527,9,0,Sales,Senior Researcher,FMCG,M,Product Manager,Grad,Psychology,Psychology,Did not do PHD,1086146,1,Key_Performer,1,0,0,1390266
13528,12,11,Healthcare,Head,Aviation,M,Assistant Manager,PG,Statistics,Statistics,Did not do PHD,2383554,1,Key_Performer,6,0,0,3146291
13529,22,20,HR,Team Lead,BFSI,E,Consultant,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1579317,1,C,2,1,0,1888863
13530,7,5,Engineering,Others,BFSI,A,Assistant Manager,Doctorate,Others,Sociology,Zoology,2146742,1,C,6,0,0,2765003
13531,18,17,Healthcare,Bio statistician,Automobile,E,Research Analyst,PG,Others,Engineering,Did not do PHD,3025670,1,A,3,0,0,3993884
13533,24,4,Healthcare,Project Manager,Training,K,Network Engineer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2680809,0,D,6,0,0,3082930
13534,23,23,Engineering,Business Analyst,Aviation,H,Sr.Manager,Doctorate,Economics,Economics,Economics,2336949,0,A,6,0,0,3154881
13536,22,10,IT-Software,Team Lead,BFSI,H,Director,Doctorate,Chemistry,Chemistry,Chemistry,3568935,1,D,5,0,0,4596788
13537,1,1,Education,Bio statistician,Others,A,Data Analyst,Grad,Engineering,Engineering,Did not do PHD,640775,0,B,3,2,0,800968
13538,14,6,Banking,Senior Researcher,Analytics,J,Others,PG,Botony,Botony,Did not do PHD,2338357,1,Key_Performer,3,0,0,3086631
13539,22,1,Sales,Sales Execituve,Telecom,G,Director,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2360094,0,D,2,3,0,2714108
13540,17,0,Healthcare,Others,Telecom,L,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2782652,1,Key_Performer,4,3,0,3617447
13541,25,14,Healthcare,Head,Training,M,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1709290,0,C,6,3,0,1965683
13542,0,0,Fresher,Fresher,Fresher,Fresher,Fresher,Grad,Psychology,Psychology,Did not do PHD,0,0,Fresher,0,0,0,398123
13543,16,4,Others,Others,IT,M,Data Analyst,Grad,Arts,Arts,Did not do PHD,2774576,0,C,4,0,0,3190762
13545,9,1,IT-Software,Analyst,Automobile,N,Research Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,968791,0,B,3,0,0,1210988
13546,25,4,Others,Business Analyst,Analytics,A,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2326422,1,Key_Performer,4,0,0,3024348
13547,20,3,Analytics/BI,Head,Telecom,G,Network Engineer,Grad,Mathematics,Others,Did not do PHD,2500970,1,Key_Performer,3,1,1,3201241
13548,6,0,Others,Associate,Retail,A,Sr.Manager,PG,Statistics,Statistics,Did not do PHD,1162980,1,A,4,1,0,1596538
13549,16,14,Top Management,Area Sales Manager,Analytics,E,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2021440,0,B,5,2,0,2526800
13550,17,13,HR,Others,BFSI,H,Medical Officer,Grad,Botony,Botony,Did not do PHD,2297350,0,C,6,0,0,2641952
13551,5,0,Others,Consultant,Aviation,P,Sr.Manager,Doctorate,Others,Botony,Zoology,1296813,0,D,3,0,0,1610641
13552,19,16,Top Management,Others,Training,N,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1686276,0,Key_Performer,3,5,0,2107845
13553,3,0,Banking,Associate,Training,P,Research Analyst,Doctorate,Arts,Arts,Arts,1240814,0,B,2,0,0,1675098
13554,25,8,HR,Bio statistician,Insurance,A,Medical Officer,Grad,Zoology,Zoology,Did not do PHD,2508861,0,D,2,0,0,2885190
13555,18,15,Healthcare,Others,Others,E,Manager,Doctorate,Chemistry,Chemistry,Chemistry,3792880,1,Key_Performer,2,0,0,5310032
13556,5,2,Analytics/BI,Bio statistician,Retail,I,Data Analyst,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,584691,1,Key_Performer,1,2,0,790502
13557,16,5,IT-Software,Financial Analyst,Automobile,D,Software Developer,Doctorate,Economics,Economics,Economics,2298868,1,A,2,0,0,3218415
13559,14,5,Accounts,Business Analyst,Others,P,CA,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1668723,1,Key_Performer,4,2,0,2169339
13560,23,6,Engineering,CEO,Automobile,L,Consultant,PG,Mathematics,Mathematics,Did not do PHD,3709963,1,Key_Performer,6,4,0,4897151
13561,15,1,Analytics/BI,Data scientist,Analytics,F,Product Manager,PG,Chemistry,Chemistry,Did not do PHD,1697021,1,Key_Performer,5,0,1,2240067
13562,15,11,Top Management,Project Manager,Training,N,Others,PG,Zoology,Others,Did not do PHD,2235129,0,C,3,0,0,2673214
13563,9,4,Engineering,Bio statistician,Others,J,Assistant Manager,Grad,Statistics,Statistics,Did not do PHD,1495999,1,D,3,4,0,1761688
13564,21,21,Marketing,Project Manager,BFSI,O,HR,PG,Sociology,Sociology,Did not do PHD,3253309,0,D,6,1,0,3890957
13565,7,1,Top Management,Senior Analyst,IT,B,CA,PG,Mathematics,Mathematics,Did not do PHD,1237037,1,A,5,1,0,1698204
13566,12,11,Education,CEO,Others,N,Research Scientist,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1399915,0,C,6,0,1,1609902
13567,2,1,Analytics/BI,Data scientist,FMCG,A,Manager,Grad,Arts,Arts,Did not do PHD,446125,0,B,1,0,1,557656
13568,3,3,HR,Financial Analyst,Analytics,C,Marketing Manager,Grad,Sociology,Others,Did not do PHD,540778,0,C,2,0,0,621894
13569,7,0,Education,Principal Analyst,FMCG,M,Consultant,PG,Engineering,Engineering,Did not do PHD,1003840,0,D,2,1,1,1200592
13571,17,15,Marketing,Analyst,Insurance,O,Research Analyst,Doctorate,Arts,Arts,Arts,2935627,0,A,4,0,0,3963096
13572,17,10,Banking,Project Manager,Others,H,Product Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2295305,1,D,6,3,0,2745184
13573,23,2,HR,Consultant,FMCG,K,Marketing Manager,PG,Zoology,Others,Did not do PHD,3928629,1,Key_Performer,2,1,0,5185790
13574,19,15,Healthcare,Lab Executuve,Others,B,Sr.Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2351526,0,B,5,2,0,2939407
13575,25,11,Banking,Others,Retail,K,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1608904,0,A,2,0,0,2011130
13576,4,0,Engineering,Scientist,Insurance,J,Manager,PG,Botony,Botony,Did not do PHD,991025,0,D,5,1,0,1185265
13577,13,6,IT-Software,Others,Analytics,O,Web Designer,PG,Mathematics,Mathematics,Did not do PHD,1930523,1,C,3,1,0,2344427
13578,13,6,HR,Senior Researcher,IT,O,Marketing Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1639581,0,A,6,1,0,2049476
13579,9,1,Accounts,Others,Telecom,M,Others,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1088980,0,A,3,1,0,1361225
13580,9,6,Healthcare,Principal Analyst,FMCG,A,Research Analyst,Doctorate,Chemistry,Chemistry,Chemistry,1645812,1,Key_Performer,4,0,1,2304136
13582,14,5,Top Management,Sr. Business Analyst,Retail,A,Assistant Manager,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1307021,0,A,5,3,0,1633776
13583,22,4,Top Management,Project Manager,IT,A,Sr.Manager,Grad,Chemistry,Chemistry,Did not do PHD,2522766,1,Key_Performer,4,0,0,3229140
13584,10,3,Healthcare,Project Manager,IT,C,Research Analyst,Grad,Statistics,Statistics,Did not do PHD,1812051,1,D,1,3,0,2133871
13585,24,3,Top Management,Scientist,Insurance,H,Marketing Manager,PG,Others,Arts,Did not do PHD,3346858,0,C,6,2,1,4002842
13586,4,4,Education,Consultant,Telecom,K,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,613308,0,D,3,0,0,705304
13587,18,18,Sales,Team Lead,Telecom,H,Others,Doctorate,Chemistry,Chemistry,Chemistry,3722982,1,D,5,0,0,4795200
13588,14,3,Accounts,Sales Manager,Others,E,Network Engineer,Grad,Economics,Others,Did not do PHD,2026268,0,D,6,3,0,2330208
13589,15,6,Analytics/BI,Head,IT,J,Consultant,PG,Engineering,Engineering,Did not do PHD,1410769,0,B,2,1,0,1833999
13590,21,17,Others,Scientist,Analytics,K,Product Manager,Doctorate,Statistics,Statistics,Statistics,2860050,1,Key_Performer,4,0,1,4004070
13591,25,19,Healthcare,Project Manager,Aviation,B,Sr.Manager,Doctorate,Sociology,Sociology,Sociology,2647530,0,A,3,0,0,3574165
13592,24,5,Banking,Financial Analyst,BFSI,K,Manager,PG,Mathematics,Mathematics,Did not do PHD,3294031,1,B,2,3,0,4348120
13593,16,15,Engineering,Analyst,Insurance,J,Manager,Grad,Sociology,Sociology,Did not do PHD,2513022,0,B,3,0,0,3141277
13594,14,8,Banking,Team Lead,Insurance,C,Others,Doctorate,Zoology,Zoology,Zoology,1902792,0,D,5,0,0,2363267
13595,1,0,Others,Bio statistician,Training,G,Research Analyst,PG,Zoology,Zoology,Did not do PHD,465397,0,D,1,2,0,556614
13596,21,13,HR,Team Lead,BFSI,K,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2425844,1,C,3,5,0,2901309
13597,18,10,Others,Team Lead,Training,H,Data Analyst,Grad,Engineering,Engineering,Did not do PHD,2339364,0,C,3,2,0,2690268
13598,9,2,Marketing,Bio statistician,BFSI,E,Assistant Manager,PG,Psychology,Psychology,Did not do PHD,1035755,0,C,2,1,0,1238762
13599,12,9,Banking,Sales Manager,Aviation,F,HR,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,1644482,0,D,5,1,0,1891154
13600,21,17,Analytics/BI,Others,Automobile,E,Medical Officer,Under Grad,Did not do graduation,Did not do PG,Did not do PHD,2132751,0,A,6,1,0,2665938
13601,16,4,Sales,Consultant,Training,G,Consultant,Doctorate,Economics,Economics,Economics,3878654,0,D,5,0,0,4817288
13602,2,2,Engineering,Scientist,IT,C,Data Analyst,Grad,Arts,Others,Did not do PHD,553633,0,A,1,1,0,692041
13604,21,11,IT-Software,Project Manager,Automobile,K,Product Manager,Grad,Mathematics,Mathematics,Did not do PHD,2593353,1,D,4,0,0,3053932
13605,22,1,Healthcare,Team Lead,Retail,M,Assistant Manager,Grad,Engineering,Engineering,Did not do PHD,2493301,1,Key_Performer,6,4,0,3191425
